#{"t_start": 1684518120.9805593, "env_id": "FinancialEconomicEnv-v0"}
r,l,t
215857.859746,7797,58999.35654
215518.80507,7797,59063.492326
215354.980695,7797,59127.682745
215870.608709,7797,59191.666565
215688.864015,7797,59256.185625
215084.629671,7797,59321.121375
215709.949474,7797,59386.505285
215389.909286,7797,59442.348376
216166.277273,7797,59492.834528
215305.449948,7797,59543.069638
215533.87084,7797,59593.24107
216233.396912,7797,59643.324317
215491.880971,7797,59693.639979
215626.011207,7797,59744.088987
215530.15697,7797,59794.253594
215448.647404,7797,59844.48488
214977.234243,7797,59894.744399
215830.960123,7797,59945.000567
215310.069686,7797,59995.082859
215611.670455,7797,60045.263679
215409.281885,7797,60095.165391
215463.454437,7797,60145.155944
215597.316243,7797,60195.1301
215383.185539,7797,60244.954414
215413.498553,7797,60294.7841
215640.223526,7797,60344.749037
215322.562334,7797,60394.628024
215303.703312,7797,60444.423936
